bin;brand;issuer
427681;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427682;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427683;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427684;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427685;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427686;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427687;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427688;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427689;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427690;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427692;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427693;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427694;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427695;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427696;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427697;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427699;VISA;SBERBANK OF RUSSIA
427714;VISA;CJSC ALFA-BANK
427715;VISA;JSCB ROSBANK
427725;VISA;MDM BANK OJSC
427726;VISA;JSC BANK OF MOSCOW
427727;VISA;NIZHEGORODPROMSTROYBANK
427736;VISA;CHElanDBANK
427752;VISA;COMMERCIAL BANK PETROCOMMERCE
427754;VISA;COMMERCIAL BANK EXPOBANK
427760;VISA;CITIBANK T/O
427761;VISA;CITIBANK T/O
427806;VISA;LIMITED COMPANY CB POTENTIAL
427807;VISA;LIMITED COMPANY CB POTENTIAL
427808;VISA;LIMITED COMPANY CB POTENTIAL
427815;VISA;COMMERCIAL BANK TRANSPORTNY (LTD. LIABILITY COMPANY)
427816;VISA;COMMERCIAL BANK TRANSPORTNY (LTD. LIABILITY COMPANY)
427817;VISA;COMMERCIAL BANK TRANSPORTNY (LTD. LIABILITY COMPANY)
427818;VISA;COMMERCIAL BANK TRANSPORTNY (LTD. LIABILITY COMPANY)
427827;VISA;OJSC BANK URALSIB
427828;VISA;OJSC BANK URALSIB
427843;VISA;ALMAZERGIENBANK
427844;VISA;ALMAZERGIENBANK
427853;VISA;ICICI BANK EURASIA LLC
427856;VISA;OJSC BANK PETROCOMMERCE
427868;VISA;TRANSCREDITBANK
427871;VISA;TATFONDBANK
427900;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427901;VISA;SBERBANK OF RUSSIA
427902;VISA;SBERBANK OF RUSSIA
427903;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427904;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427905;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427906;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427907;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427908;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427909;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427910;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427911;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427912;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427913;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427914;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427915;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427916;VISA;SBERBANK OF RUSSIA
427917;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427918;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427919;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427920;VISA;SBERBANK OF RUSSIA
427921;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427922;VISA;SBERBANK OF RUSSIA
427923;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427924;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427925;VISA;SBERBANK OF RUSSIA
427926;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427927;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427928;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427929;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427930;VISA;SBERBANK OF RUSSIA
427931;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427932;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427933;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427934;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427935;VISA;SBERBANK OF RUSSIA
427936;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427937;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427938;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427939;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427940;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427941;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427942;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427943;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427944;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427945;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427946;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427947;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427948;VISA;SBERBANK OF RUSSIA
427949;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427950;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427951;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427952;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427953;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427954;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427955;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427956;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427957;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427958;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427959;VISA;SBERBANK OF RUSSIA
427960;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427961;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427962;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427963;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427964;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427965;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427966;VISA;SBERBANK OF RUSSIA
427967;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427968;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427969;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427970;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427971;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427972;VISA;SBERBANK OF RUSSIA
427973;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427974;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427975;VISA;SBERBANK OF RUSSIA
427976;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427977;VISA;SBERBANK OF RUSSIA
427978;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427979;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427980;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427981;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427982;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427983;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427984;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427985;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427986;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427987;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427988;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427989;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427990;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427991;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427992;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427993;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427994;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427995;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427996;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427997;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427998;VISA;SAVINGS BANK OF THE RUSSIA (SBERBANK)
427999;VISA;SBERBANK OF RUSSIA
428007;VISA;NIZHEGORODPROMSTROYBANK
428009;VISA;WEST SIBERIAN COMMERCIAL BANK
428050;VISA;OJSC JSCB DONAKTIVBANK
428051;VISA;OJSC JSCB DONAKTIVBANK
428052;VISA;OJSC JSCB DONAKTIVBANK
428109;VISA;CB OF CONVERSION SNEZHINSKIY, LTD.
428116;VISA;JSB INTERPROGRESSBANK (CJSC)
428117;VISA;JSB INTERPROGRESSBANK (CJSC)
428118;VISA;JSB INTERPROGRESSBANK (CJSC)
428122;VISA;QIWI BANK (JSC)
428123;VISA;JSCB TULSKIY PROMYSHlanNIK
428128;VISA;LLC CB STROMKOMBANK LTD KRASNOYARSK
428129;VISA;LLC CB STROMKOMBANK LTD KRASNOYARSK
428130;VISA;ZHELDORBANK JSB
428155;VISA;CB SOVINCOM LLC MOSCOW
428156;VISA;CB SOVINCOM LLC MOSCOW
428157;VISA;CB SOVINCOM LLC MOSCOW
428165;VISA;OJSC BANK PETROCOMMERCE
428166;VISA;OJSC BANK PETROCOMMERCE
428174;VISA;CB VYMPEL OJSC
428175;VISA;CB VYMPEL OJSC
428176;VISA;CB VYMPEL OJSC
428177;VISA;CB VYMPEL OJSC
428178;VISA;CB VYMPEL OJSC
428179;VISA;CB VYMPEL OJSC
428228;VISA;ZAO REGIOBANK - JSCB OF REGIONAL DEVELOPMENT
428237;VISA;JSC GASINVESTBANK
428238;VISA;JSC GASINVESTBANK
428239;VISA;JSC GASINVESTBANK
428241;VISA;JSC COMMERCIAL BANK AB FINANCE
428247;VISA;BALTINVEST BANK OJSC
428248;VISA;BALTINVEST BANK OJSC
428249;VISA;BALTINVEST BANK OJSC
428252;VISA;KIT FINANCE INVESTMENT BANK PJSC
428253;VISA;KIT FINANCE INVESTMENT BANK PJSC
428254;VISA;KIT FINANCE INVESTMENT BANK PJSC
428255;VISA;FIRST CZECH-RUSSIAN BANK LLC
428266;VISA;BANK ZENIT
428285;VISA;CB MOSKOMMERTSBANK
428286;VISA;CB MOSKOMMERTSBANK
428287;VISA;CB MOSKOMMERTSBANK
428288;VISA;CB MOSKOMMERTSBANK
428289;VISA;CB MOSKOMMERTSBANK
428521;VISA;ZHELDORBANK JSB
428522;VISA;ZHELDORBANK JSB
428523;VISA;ZHELDORBANK JSB
428605;VISA;URAL INTERREGIONAL BANK LLC
428606;VISA;URAL INTERREGIONAL BANK LLC
428607;VISA;URAL INTERREGIONAL BANK LLC
428630;VISA;ZAO METROBANK
428804;VISA;CJSC ALFA-BANK
428905;VISA;CJSC ALFA-BANK
428906;VISA;CJSC ALFA-BANK
428918;VISA;WEST SIBERIAN COMMERCIAL BANK
428925;VISA;BANK SAINT PETERSBURG PLC
428958;VISA;CB RBA (LLC)
428959;VISA;CB RBA (LLC)
428960;VISA;CB RBA (LLC)
429015;VISA;ETAlan BANK
429016;VISA;ETAlan BANK
429025;VISA;CB SUDOSTROITELNY BANK
429026;VISA;CB SUDOSTROITELNY BANK
429027;VISA;CB SUDOSTROITELNY BANK
429028;VISA;JSCB OBJEDINENNYBANK
429029;VISA;JSCB OBJEDINENNYBANK
429030;VISA;JSCB OBJEDINENNYBANK
429031;VISA;JSCB OBJEDINENNYBANK
429037;VISA;CB OTKRITIE CJSC
429038;VISA;CB OTKRITIE CJSC
429039;VISA;CB OTKRITIE CJSC
429040;VISA;CB OTKRITIE CJSC
429050;VISA;JSCB CENTROCREDIT
429051;VISA;JSCB CENTROCREDIT
429052;VISA;JSCB CENTROCREDIT
429053;VISA;JSCB CENTROCREDIT
429096;VISA;NOMOS BANK (THE JS INVESTMENT CB NOVAYA MOSKVA)
429158;VISA;JSC BANK OF MOSCOW
429197;VISA;OJSC BANK URALSIB
429429;VISA;ST. PETERSBURG SOCIAL COMMERCIAL BANK CJSC
429430;VISA;ST. PETERSBURG SOCIAL COMMERCIAL BANK CJSC
429431;VISA;ST. PETERSBURG SOCIAL COMMERCIAL BANK CJSC
429432;VISA;ST. PETERSBURG SOCIAL COMMERCIAL BANK CJSC
429434;VISA;OAO SWEDBANK
429435;VISA;OAO SWEDBANK
429436;VISA;OAO SWEDBANK
429437;VISA;OAO SWEDBANK
429447;VISA;OAO SWEDBANK
429500;VISA;PROFBANK LTD - COMMERCIAL BANK OF MOSCOWTRADE UNIONS
429501;VISA;PROFBANK LTD - COMMERCIAL BANK OF MOSCOWTRADE UNIONS
429506;VISA;CB SLAVYANSKI CREDIT, LTD.
429507;VISA;CB SLAVYANSKI CREDIT, LTD.
429508;VISA;CB SLAVYANSKI CREDIT, LTD.
429509;VISA;CB SLAVYANSKI CREDIT, LTD.
429565;VISA;BANK VTB24 (CJSC)
429571;VISA;JSB SOBINBANK
429580;VISA;MOSCOMPRIVATBANK (MOSCOW COMMERCIAL BANK)
429583;VISA;CREDIT URAL BANK
429587;VISA;FIRST MUTUAL CREDIT BANK
429589;VISA;CB PLATINA
429726;VISA;JSCB PROMSVYAZBANK (CJSC)
429727;VISA;JSCB PROMSVYAZBANK (CJSC)
429728;VISA;JSCB PROMSVYAZBANK (CJSC)
429729;VISA;ZAO RYBKHOZBANK
429749;VISA;BANK VTB24 (CJSC)
429773;VISA;LLC NATIONAL STANDARD CB
429774;VISA;LLC NATIONAL STANDARD CB
429775;VISA;LLC NATIONAL STANDARD CB
429784;VISA;SLAVINVESTBANK LLC
429796;VISA;ZHELDORBANK JSB
429797;VISA;ZHELDORBANK JSB
429798;VISA;ZHELDORBANK JSB
429799;VISA;ZHELDORBANK JSB
429811;VISA;OJSC BANK URALSIB
429907;VISA;JSC BANK FINSERVICE
429908;VISA;JSC BANK FINSERVICE
429909;VISA;JSC BANK FINSERVICE
429921;VISA;ENISEY BANK PLC
429922;VISA;ENISEY BANK PLC
429923;VISA;ENISEY BANK PLC
429924;VISA;LLC CB GRAND INVEST BANK, LTD.
429925;VISA;LLC CB GRAND INVEST BANK, LTD.
429926;VISA;LLC CB GRAND INVEST BANK, LTD.
429936;VISA;CB RUSSKY SLAVIANSKY BANK (CJSC)
429937;VISA;CB RUSSKY SLAVIANSKY BANK (CJSC)
429938;VISA;CB RUSSKY SLAVIANSKY BANK (CJSC)
429939;VISA;JSB SOBINBANK
429955;VISA;NATIONAL BUSINESS DEVELOPMENT BANK OJSC
429956;VISA;NATIONAL BUSINESS DEVELOPMENT BANK OJSC
429957;VISA;NATIONAL BUSINESS DEVELOPMENT BANK OJSC
430104;VISA;JSC COMMERCIAL BANK AB FINANCE
430110;VISA;JSC COMMERCIAL BANK AB FINANCE
430112;VISA;OJSC JSCB INTERNATIONAL FINANCIAL CLUB
430113;VISA;OJSC JSCB INTERNATIONAL FINANCIAL CLUB
430114;VISA;OJSC JSCB INTERNATIONAL FINANCIAL CLUB
430116;VISA;JSC COMMERCIAL BANK AB FINANCE
430122;VISA;JSC COMMERCIAL BANK AB FINANCE
430127;VISA;VTB BANK OJSC
430147;VISA;CB AGROPROMCREDIT
430148;VISA;CB AGROPROMCREDIT
430149;VISA;CB AGROPROMCREDIT
430150;VISA;CB AGROPROMCREDIT
430180;VISA;URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT JSC
430181;VISA;URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT JSC
430289;VISA;AKB SVIAZ-BANK OJSC
430291;VISA;ZHELDORBANK JSB
430292;VISA;ZHELDORBANK JSB
430312;VISA;CB CENTER-INVEST
430313;VISA;CB CENTER-INVEST
430314;VISA;CB CENTER-INVEST
430315;VISA;LLC VITAS BANK
430316;VISA;LLC VITAS BANK
430317;VISA;LLC VITAS BANK
430320;VISA;MIRNY COMMERCIAL BANK MAK-BANK
430323;VISA;CJSC UNICREDIT BANK
430373;VISA;CB FOR ECONOMIC DEVELOPMENT OF THE EUROPEAN AND ASIAN STATES
430374;VISA;CB FOR ECONOMIC DEVELOPMENT OF THE EUROPEAN AND ASIAN STATES
430375;VISA;CB FOR ECONOMIC DEVELOPMENT OF THE EUROPEAN AND ASIAN STATES
430376;VISA;CB FOR ECONOMIC DEVELOPMENT OF THE EUROPEAN AND ASIAN STATES ECONOMIC UNION
430377;VISA;CJSC COMMERCIAL BANK RUBLEV
430378;VISA;CJSC COMMERCIAL BANK RUBLEV
430379;VISA;CJSC COMMERCIAL BANK RUBLEV
430391;VISA;ZHELDORBANK JSB
430430;VISA;ALEF BANK THE CLOSED CORPORATION JSB
430431;VISA;ALEF BANK THE CLOSED CORPORATION JSB
430439;VISA;URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT JSC
430708;VISA;OJSC JSB ROSSIYA
430709;VISA;OJSC JSB ROSSIYA
431029;VISA;DAGENERGOBANK, LTD.
431076;VISA;JSB SOBINBANK
431108;VISA;COMMERCIAL BANK ROSAVTOBANK LLC
431109;VISA;COMMERCIAL BANK ROSAVTOBANK LLC
431110;VISA;COMMERCIAL BANK ROSAVTOBANK LLC
431111;VISA;COMMERCIAL BANK ROSAVTOBANK LLC
431112;VISA;OJSC BANK URALSIB
431113;VISA;OJSC BANK URALSIB
431114;VISA;OJSC BANK URALSIB
431165;VISA;SVERDLOVSKY GUBERNSKY BANK JSC
431166;VISA;SVERDLOVSKY GUBERNSKY BANK JSC
431336;VISA;JSC BANK OF MOSCOW
431358;VISA;CHElanDBANK
431359;VISA;OJSC ROSGOSSTRAKH BANK
431416;VISA;CJSC ALFA-BANK
431417;VISA;CJSC ALFA-BANK
431426;VISA;COMMERCIAL BANK PETROCOMMERCE
431427;VISA;COMMERCIAL BANK PETROCOMMERCE
431430;VISA;JSCB KUZBASSPROMBANK
431723;VISA;VTB BANK OJSC
431727;VISA;CJSC ALFA-BANK
431820;VISA;EUROCITY BANK OJSC
431832;VISA;ZHELDORBANK JSB
431833;VISA;ZHELDORBANK JSB
431834;VISA;ZHELDORBANK JSB
431835;VISA;ZHELDORBANK JSB
431853;VISA;ZHELDORBANK JSB
431854;VISA;CB RENAISSANCE CAPITAL (OOO)
431855;VISA;CB RENAISSANCE CAPITAL (OOO)
431856;VISA;CB RENAISSANCE CAPITAL (OOO)
431857;VISA;CB RENAISSANCE CAPITAL (OOO)
431873;VISA;JSB DEVON KREDIT
431890;VISA;CB RENAISSANCE CAPITAL (OOO)
431925;VISA;CB KAURI LLC
432050;VISA;JSC GLOBEXBANK
432054;VISA;COMMERCIAL BANK OKHOTNY RYAD LLC
432055;VISA;CB OKHOTNY RYAD LLC
432056;VISA;CB OKHOTNY RYAD LLC
432058;VISA;SKB-BANK
432059;VISA;OJSC CB URALSKY FINANSOVY DOM
432104;VISA;MOSSTROIECONOMBANK
432158;VISA;CJSC CREDIT EUROPE BANK
432169;VISA;OJSC BANK URALSIB
432170;VISA;JSC GE MONEYBANK
432171;VISA;JSC GE MONEYBANK
432259;VISA;OJSC BANK URALSIB
432260;VISA;OJSC BANK URALSIB
432266;VISA;INTERREGIONAL FUEL AND ENERGY JSCB MEZH
432267;VISA;INTERREGIONAL FUEL AND ENERGY JSCB MEZH
432268;VISA;INTERREGIONAL FUEL AND ENERGY JSCB MEZH
432498;VISA;ZAO RAIFFEISENBANK
432560;VISA;CJSC UNICREDIT BANK
432638;VISA;JSCB ROSBANK
432781;VISA;CB INDUSTRIAL CREDIT BANK LLC
432782;VISA;CB INDUSTRIAL CREDIT BANK LLC
432783;VISA;CB INDUSTRIAL CREDIT BANK LLC
432947;VISA;OJSC OTP BANK
432948;VISA;OJSC OTP BANK
432949;VISA;OJSC OTP BANK
432954;VISA;SMOlanSKIY BANK LTD. LIABILITY COMPANY
432955;VISA;SMOlanSKIY BANK LTD. LIABILITY COMPANY
432956;VISA;SMOlanSKIY BANK LTD. LIABILITY COMPANY
432974;VISA;JSCB SOYUZ
433011;VISA;OJSC BANK URALSIB
433102;VISA;MOSCOW JSCB VOZROZHDENIYE
433300;VISA;CJSC UNICREDIT BANK
433309;VISA;WEST SIBERIAN COMMERCIAL BANK
433316;VISA;JSB GAZPROMBANK (CJSC)
433336;VISA;CJSC UNICREDIT BANK
433337;VISA;RUSSOBANK
433396;VISA;RUSSOBANK
433442;VISA;JSC URALPRIVATBANK
433463;VISA;PROMSTROYBANK OF RUSSIA
433515;VISA;CJSC FEDERAL INDUSTRIAL BANK ZAO (FPB)
433516;VISA;CJSC FEDERAL INDUSTRIAL BANK ZAO (FPB)
433517;VISA;CJSC FEDERAL INDUSTRIAL BANK ZAO (FPB)
433710;VISA;JSCB SOYUZ
433711;VISA;JSCB SOYUZ
433919;VISA;B AND N BANK (JSC)
433920;VISA;B AND N BANK (JSC)
434135;VISA;CJSC ALFA-BANK
434146;VISA;NOMOS BANK (THE JS INVESTMENT CB NOVAYA MOSKVA)
434147;VISA;NOMOS BANK (THE JS INVESTMENT CB NOVAYA MOSKVA)
434148;VISA;NOMOS BANK (THE JS INVESTMENT CB NOVAYA MOSKVA)
434149;VISA;OJSC BANK URALSIB
434381;VISA;JSCB SOYUZ
434382;VISA;JSCB SOYUZ
434383;VISA;JSCB SOYUZ
434384;VISA;JSCB SOYUZ
434943;VISA;OBRAZOVANIE JSC INNOVATION BANK (CJSC) AKIB OBRAZOVANIE (ZAO
435139;VISA;URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT JSC
436752;VISA;EUROPEAN TRUST BANK
436753;VISA;EUROPEAN TRUST BANK
436754;VISA;EUROPEAN TRUST BANK
437349;VISA;ZHELDORBANK JSB
437351;VISA;JSC BANK OF KHANTY-MANSIYSK
437361;VISA;JSCB BANK FOR DEVELOPMENT OF TECHNOLOGIES AND SAVINGS (CJSC)
437362;VISA;JSCB BANK FOR DEVELOPMENT OF TECHNOLOGIES AND SAVINGS (CJSC)
437433;VISA;OJSC SMOlanSK STOCK CB (SKA-BANK)
437434;VISA;OJSC SMOlanSK STOCK CB (SKA-BANK)
437439;VISA;PUBLIC CORPORATION EKATERINBURG MUNICIPAL BANK (PC BANK EKAT
437444;VISA;ZHELDORBANK JSB
437445;VISA;ZHELDORBANK JSB
437457;VISA;ZHELDORBANK JSB
437461;VISA;JSCB BTA KAZAN OJSC
437462;VISA;JSCB BTA KAZAN OJSC
437463;VISA;INTERNATIONAL COMMERCIAL BANK (PJSC)
437466;VISA;ZHELDORBANK JSB
437482;VISA;ZHELDORBANK JSB
437483;VISA;ZHELDORBANK JSB
437484;VISA;ZHELDORBANK JSB
437524;VISA;ZHELDORBANK JSB
437531;VISA;ZHELDORBANK JSB
437536;VISA;ZHELDORBANK JSB
437537;VISA;ZHELDORBANK JSB
437538;VISA;ZHELDORBANK JSB
437540;VISA;ZHELDORBANK JSB
437541;VISA;NATIONAL BANK TRUST OJSC
437557;VISA;ZHELDORBANK JSB
437558;VISA;ZHELDORBANK JSB
437559;VISA;ZHELDORBANK JSB
437560;VISA;ZHELDORBANK JSB
437561;VISA;ZHELDORBANK JSB
437562;VISA;NEYVA BANK LLC
437563;VISA;NEYVA BANK LLC
437564;VISA;NEYVA BANK LLC
437565;VISA;ZHELDORBANK JSB
437566;VISA;NEYVA BANK LLC
437598;VISA;SVYAZNOY BANK (JSC)
437772;VISA;ZHELDORBANK JSB
437773;VISA;ZHELDORBANK JSB
437775;VISA;BANK SIBIR CJSC
437784;VISA;ZHELDORBANK JSB
438046;VISA;CITIBANK T/O
438121;VISA;JSB SOBINBANK
438138;VISA;CJSC ALFA-BANK
438139;VISA;CJSC ALFA-BANK
438140;VISA;CJSC ALFA-BANK
438141;VISA;BANK SEVERNAYA KAZNA PUBLIC STOCK COMPANY
438142;VISA;BANK SEVERNAYA KAZNA PUBLIC STOCK COMPANY
438143;VISA;BANK SEVERNAYA KAZNA PUBLIC STOCK COMPANY
438244;VISA;BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS (VNESHECON
438245;VISA;BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS (VNESHECON
438246;VISA;BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS (VNESHECON
438247;VISA;BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS (VNESHECON
438248;VISA;BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS (VNESHECON
438249;VISA;BANK FOR FOREIGN ECONOMIC AFFAIRS OF THE USSR (VNESHECONOMBANK)
438254;VISA;MOSCOW JSCB VOZROZHDENIYE
438259;VISA;BANK FOR FOREIGN ECONOMIC AFFAIRS OF THE USSR (VNESHECONOMBANK)
438931;VISA;CHElanDBANK
438932;VISA;CHElanDBANK
438933;VISA;JSCB ROSBANK
438970;VISA;JSCB ROSBANK
438971;VISA;JSCB ROSBANK
439000;VISA;CJSC ALFA-BANK
439054;VISA;AKB SVIAZ-BANK OJSC
439055;VISA;AKB SVIAZ-BANK OJSC
439056;VISA;AKB SVIAZ-BANK OJSC
439057;VISA;AKB SVIAZ-BANK OJSC
439064;VISA;JSCB INTERPROMBANK
439065;VISA;JSCB INTERPROMBANK
439066;VISA;JSCB INTERPROMBANK
439077;VISA;CJSC ALFA-BANK
439089;VISA;OJSC JSCB CONVERSBANK-MOSCOW
439090;VISA;OJSC JSCB CONVERSBANK-MOSCOW
439091;VISA;OJSC JSCB CONVERSBANK-MOSCOW
439243;VISA;JSC GLOBEXBANK
439244;VISA;JSC GLOBEXBANK
439245;VISA;JSC GLOBEXBANK
439246;VISA;JSC GLOBEXBANK
439250;VISA;JSC GLOBEXBANK
439251;VISA;JSC GLOBEXBANK
439959;VISA;ZHELDORBANK JSB
439960;VISA;ZHELDORBANK JSB
439961;VISA;ZHELDORBANK JSB
440032;VISA;ZHELDORBANK JSB
440204;VISA;SDM BANK
440205;VISA;SDM BANK
440206;VISA;SDM BANK
440237;VISA;CJSC ALFA-BANK
440397;VISA;FIRST MUTUAL CREDIT BANK
440399;VISA;MOSCOW JSCB VOZROZHDENIYE
440503;VISA;JSCB ROSBANK
440504;VISA;UNITED EXPORT IMPORT BANK
440505;VISA;JSCB ROSBANK
440514;VISA;ZHELDORBANK JSB
440515;VISA;ZHELDORBANK JSB
440516;VISA;ZHELDORBANK JSB
440520;VISA;ZHELDORBANK JSB
440528;VISA;OAO VUZ BANK
440529;VISA;OAO VUZ BANK
440540;VISA;JSCB ROSBANK
440541;VISA;JSCB ROSBANK
440543;VISA;FIRST MUTUAL CREDIT BANK
440550;VISA;OAO VUZ BANK
440557;VISA;OAO VUZ BANK
440566;VISA;INVESTMENT BANK OF CHELYABINSK JS CHELYABINVESTBANK
440600;VISA;OJSC UNICORBANK
440609;VISA;INTERNATIONAL BANK OF ST-PETERSBURG PLC
440610;VISA;OJSC BANK URALSIB
440622;VISA;VTB BANK OJSC
440623;VISA;VTB BANK OJSC
440624;VISA;BANK FOR FOREIGN TRADE (VNESHTORGBANK)
440658;VISA;FIRST MUTUAL CREDIT BANK
440659;VISA;OJSC UNICORBANK
440664;VISA;OJSC BANK URALSIB
